sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level,email_source,all_emails_found,estimated_emails,contact_pages_found,mission_alignment_score,mission_text,alignment_factors,pages_analyzed,grant_history,program_areas,enhanced_at,error
Shalem Foundation,133941865,New York,NY,I20,,https://projects.propublica.org/nonprofits/organizations/133941865,foundation,2025-10-17 17:56:47,https://shalem.org,info@shalem.orgconnect,,,,,,not_contacted,no,no,,,,high,harvested,"info@shalem.orgconnect,directormargaret@shalem.org,registrarmichelle@shalem.org,coordinatorardonna@shalem.org,administrationchris@shalem.org,administratorkaty@shalem.org,learningjackson@shalem.org,info@shalem.orgcontact,bookkeeperstacy@shalem.org",,3.0,4.6,"core values history in brief shalem is grounded in christian contemplative spirituality and, at the same time, draws on the wisdom of many religious traditions.","[{""category"": ""primary"", ""keywords_found"": [""arts program (partial: 2/2 words)"", ""inclusive arts (partial: 2/2 words)""], ""category_score"": 17.0}, {""category"": ""youth_development"", ""keywords_found"": [""cultural awareness (partial: 2/2 words)""], ""category_score"": 6.0}]","homepage,/about,/about-us,/vision,/programs",,"community,inclusive,community,inclusive,community,inclusive,arts,community,inclusion,creative,inclusive,community,cultural,inclusive",2025-10-22T19:35:02.078781,
Pinkerton Foundation,136206624,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/136206624,foundation,2025-10-17 17:56:47,https://pinkerton.com,pinkerton.info@pinkerton.com,,,,,,not_contacted,no,no,,,,high,harvested,"pinkerton.info@pinkerton.com,media.pinkerton@pinkerton.com.pinkerton",,5.0,0.0,,,"homepage,/programs",,"health,health",2025-10-22T19:35:17.989691,
Avaaz Foundation,205050267,New York,NY,R03,,https://projects.propublica.org/nonprofits/organizations/205050267,foundation,2025-10-17 17:56:47,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:35:42.027951,'grant_history'
Metlife Foundation,132878224,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/132878224,foundation,2025-10-17 17:56:47,https://metlife.com,info@metlife.com.bd,,,,,,not_contacted,no,no,,,,high,harvested,"office@metlife.ua,contact@metlifealico.com.cy,metlife@metlife.cz,metlife@metlife.hu,service-nepal@metlifealico.com,pteinfo@metlife.pl,servicio@metlife.cl,atencion.clientes@metlife.com.uy,metlifeamslico@metlifeamslico.sk,servicio.cliente@metlife.com.co,clientes.spain@metlife.es,customerservices@metlifeaiganb.com,headoffice@metlife.bg,atendimento@metlife.com.br,sede.roma@metlife.it,claims.department@metlife.com,serviciosalcliente@fondosgenesis.com,fondosdeinversion@fondosgenesis.com,info@metlife.com.bd,contacto@metlife.com.mx,apoiocliente@metlife.pt,customerservice@metlife.com,lifeinfo@metlife.pl,funduszeinfo@metlife.pl,office@alicopensii.ro,service-lebanon@metlife.com,sales.resource.centre@uk.metlife.com,info@metlife.com.tr,client@metropolitanlife.ro,service-egypt@metlife.com",,5.0,32.0,,"[{""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""disability_support"", ""keywords_found"": [""special needs (partial: 2/2 words)"", ""special education (partial: 2/2 words)""], ""category_score"": 16.0}, {""category"": ""community_education"", ""keywords_found"": [""community engagement (partial: 2/2 words)""], ""category_score"": 6.0}]",homepage,"funding solutions support support and manage quick and easy access to metlife customer support services and resources. learn more customer care customer care contact us find a dentist find a vision provider find an insurance policy beneficiary assistance more support my account my account account log in register for mybenefits find a form file a claim for current customer fraud awareness ethics & fraud helpline about us about metlife careers at metlife investor relations sustainability about metlife corporate profile metlife worldwide company ratings global procurement metlife affiliates corporate governance board of directors our executive leadership team corporate conduct code of conduct artificial intelligence policy our purpose our people our customers our communities our shareholders more about us careers at metlife newsroom awards and recognition metlife foundation real people making real impact series next gen ventures (ngv) careers at metlife investor relations sustainability 2024 sustainability report 01 sustainability at metlife 02 for our customers 03 as an investor 04 for our colleagues 05 for the environment 06 for our communities 07 responsible governance sustainability resource center environmental stewardship social responsibility corporate governance our sustainability aspirations statements, policies, codes & archives disclosures: sustainability frameworks sustainability at metlife faqs metlife foundation our work employee engagement & volunteerism metlife foundation news & media metlife foundation resources who we are policies & codes news & insights research resources stories everything you need to know to protect you and your family, all in one place. learn more insurance tips insurance tips accident & health insurance benefits dental insurance disability insurance identity theft legal insurance life insurance retirement vision insurance life tips life tips personal finance log in to metlife select login type personal account business account broker account whether you purchased your policy on your own or obtained it through your employer, log in to your personal account. benefits through your employer (mybenefits) metlink - access your company's benefits data mybenefits - benefits through your employer sbr - manage executive benefits metlife's online service - life, annuities, disability, long-term care, critical illness, auto, home, total control account (eservice) benefits through your employer (mybenefits) business account type select an option metlink sbr please select a business account type access the metlink section of the website access the digitalsolution section of the website access the mybenefits section of the website access the specialized benefit resources (sbr) section of the website business account purpose my benefits home check your group disability claim check your group disability check your dental claim check your retirement income retirement education please select a business account type broker account type select an option metlink please select a broker account type access the metlink section of the website access the digitalsolution section of the website username to log in, please enter your username password to log in, please enter your password forgot username or password? forgot username or password? forgot your password? first-time user? register now need an account? register first-time user? register now by signing in, i agree to the terms of use go to mybenefits without signing in at metlife, protecting your information is a top priority. you may have seen recent news coverage of customers of financial services companies falling victim to social engineering scams. scammers impersonate a trusted company to convince their targets into revealing or handing over sensitive information such as insurance, banking or login credentials. this scamming can happen via text, email or websites set up to look like the trusted company. read on show other account types hide other account types for businesses metlink mybenefits sbr worldwide benefits ebenefits for metlife retirees retirement plan access for investors metlife securities client view netxinvestor for providers dental professionals account for retirement plan participants mlr.metlife.com online.metlife.com (myaccounts) for employers group benefits administration plan service center (psc) myplans worldwide benefits ebenefits for brokers & consultants metbroker myplans structured settlements broker resources (sbr) worldwide benefits ebenefits for metlife securities inc. representatives brokerage & securities account need an account? register enter your search here auto complete search 0 of 0 search results displaying 10 results 20 results 30 results 10 results 10 results 20 results 30 results grid view list view no results sorry, we couldn't find any results matching please: check the spelling and try again search using fewer terms click here for customer support did you mean ? sorry, we couldn't find any results matching please: check the spelling and try again search using fewer terms click here for customer support of available now! metlife announces partnership with global citizen this powerful partnership helps move people forward and extends our collective impact within communities around the world. join the movement how can we help you? find a dentist pdp pdp plus dental hmo/managed care federal dental (fedvip) don't know your network choose your dental network enter zip, city or state enter zip, city or state find a dentist dental insurance networks the descriptions below may help you identify your dental network. pdp a preferred dental program covers any licensed dentist/specialist, but if you choose an in-network provider, costs are typically lower. pdp plus this preferred dental program is the same as pdp, but with a larger group of in-network dentists/specialists to choose from. dental hmo/managed care a dental health maintenance organization (hmo) or managed care, covers in-network providers only, and you must choose a primary care dentist for all services. available in ca, fl, nj, ny, tx. federal dental (fedvip) this preferred dental program is also the same as pdp, but only available to certain federal government employees. still not sure of your network? log in to mybenefits and we’ll fill it in automatically when you search for a dentist. find a vision provider metlife vision – davis metlife vision – superior metlife vision – vsp choice visionaccess open enrollment contact us mypets login retirement & income solutions show more register online today to access and manage your metlife benefits register for mybenefits access the critical role for disability insurance and paid leave in demonstrating employee care employees are seeking a broader mix of wellness benefits and programs,support about us resources log in search log in search solutions insurance business and brokers metlife investment management retirement & income solutions insurance enhance your health coverage dental vision pet insurance protect your finances accident hospital indemnity critical illness cancer disability and absence safeguard your valuables auto and home insurance identity & fraud protection secure your family's future term life group variable universal life group universal life insurance accidental death & dismemberment legal plans reach your financial goals health savings and spending accounts total control account (tca) employer-sponsored retirement plans more solutions annuity long-term care business and brokers employee benefits group auto & home group dental group accident and health group life group disability and absence group legal services group vision group pet group health savings & spending accounts executive benefits identity & fraud protection upwise small business small business products exceptional service & support small business index specialty business professional employer organization (peo) association union chamber of commerce for brokers small market experience getting appointed broker compensation broker forms why metlife? broker service hr tech integrations metlife benefits bridge metlife worldwide benefits financial wellness workforce insights benefit trends study metlife investment management metlife investment management financing solutions about us insights investment strategies retirement & income solutions retirement & income solutions lifetime income annuities insights employer-sponsored retirement plans pension risk structured settlements longevity reinsurance stable value funding solutions support support and manage quick and easy access to metlife customer support services and resources. learn more customer care customer care contact us find a dentist find a vision provider find an insurance policy beneficiary assistance more support my account my account account log in register for mybenefits find a form file a claim for current customer fraud awareness ethics & fraud helpline about us about metlife careers at metlife investor relations sustainability about metlife corporate profile metlife worldwide company ratings global procurement metlife affiliates corporate governance board of directors our executive leadership team corporate conduct code of conduct artificial intelligence policy our purpose our people our customers our communities our shareholders more about us careers at metlife newsroom awards and recognition metlife foundation real people making real impact series next gen ventures (ngv) careers at metlife investor relations sustainability 2024 sustainability report 01 sustainability at metlife 02 for our customers 03 as an investor 04 for our colleagues 05 for the environment 06 for our communities 07 responsible governance sustainability resource center environmental stewardship social responsibility corporate governance our sustainability aspirations statements, policies, codes & archives disclosures: sustainability frameworks sustainability at metlife faqs metlife foundation our work employee engagement & volunteerism metlife foundation news & media metlife foundation resources who we are policies & codes news & insights research resources stories everything you need to know to protect you and your family, all in one place. learn more insurance tips insurance tips accident & health insurance benefits dental insurance disability insurance identity theft legal insurance life insurance retirement vision insurance life tips life tips personal finance log in to metlife select login type personal account business account broker account whether you purchased your policy on your own or obtained it through your employer, log in to your personal account. benefits through your employer (mybenefits) metlink - access your company's benefits data mybenefits - benefits through your employer sbr - manage executive benefits metlife's online service - life, annuities, disability, long-term care, critical illness, auto, home, total control account (eservice) benefits through your employer (mybenefits) business account type select an option metlink sbr please select a business account type access the metlink section of the website access the digitalsolution section of the website access the mybenefits section of the website access the specialized benefit resources (sbr) section of the website business account purpose my benefits home check your group disability claim check your group disability check your dental claim check your retirement income retirement education","education,health,community",2025-10-22T19:38:52.553162,
Manton Foundation,133636372,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/133636372,foundation,2025-10-17 17:56:47,https://manton.org,info@manton.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@manton.org,contact@manton.org,hello@manton.org,inquiries@manton.org,development@manton.org,admin@manton.org",5.0,0.0,,,"homepage,/about",,health,2025-10-22T19:39:10.396240,
Alphadyne Foundation,851674725,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/851674725,foundation,2025-10-17 17:56:47,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:39:13.624736,'grant_history'
Woodlawn Foundation,133055729,New Rochelle,NY,X220,,https://projects.propublica.org/nonprofits/organizations/133055729,foundation,2025-10-17 17:56:47,https://woodlawn.com,info@woodlawn.com,,,,,,not_contacted,no,no,,,,high,estimated,,"info@woodlawn.com,contact@woodlawn.com,hello@woodlawn.com,inquiries@woodlawn.com,development@woodlawn.com,admin@woodlawn.com",0.0,0.0,,,"homepage,/about,/about-us,/mission,/vision,/our-mission,/what-we-do,/grants,/impact",,,2025-10-22T19:39:52.525680,
Adirondack Foundation,161535724,Lake Placid,NY,T310,,https://projects.propublica.org/nonprofits/organizations/161535724,foundation,2025-10-17 17:56:47,https://adirondack.org,info@adirondack.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@adirondack.org,contact@adirondack.org,hello@adirondack.org,inquiries@adirondack.org,development@adirondack.org,admin@adirondack.org",5.0,15.0,,"[{""category"": ""primary"", ""keywords_found"": [""accessibility""], ""category_score"": 7}, {""category"": ""disability_support"", ""keywords_found"": [""accessibility""], ""category_score"": 8}, {""category"": ""primary"", ""keywords_found"": [""accessibility""], ""category_score"": 7}, {""category"": ""disability_support"", ""keywords_found"": [""accessibility""], ""category_score"": 8}]","homepage,/about",,"community,accessibility,inclusion,cultural,accessibility,inclusion",2025-10-22T19:40:16.750028,
Mulago Foundation,946182697,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/946182697,foundation,2025-10-17 17:56:47,https://mulago.com,info@mulago.com,,,,,,not_contacted,no,no,,,,high,estimated,,"info@mulago.com,contact@mulago.com,hello@mulago.com,inquiries@mulago.com,development@mulago.com,admin@mulago.com",0.0,0.0,,,,,,2025-10-22T19:40:31.634474,
Altman Foundation,131623879,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/131623879,foundation,2025-10-17 17:56:47,https://altman.org,info@altman.org,,,,,,not_contacted,no,no,,,,high,harvested,info@altman.org,,5.0,60.5,"is to enrich the quality of life in new york city through support for programs and institutions that advance opportunity and equity for individuals, families, and communities.","[{""category"": ""primary"", ""keywords_found"": [""arts education (partial: 2/2 words)"", ""art education (partial: 2/2 words)"", ""arts program (partial: 2/2 words)"", ""arts access (partial: 2/2 words)""], ""category_score"": 36.0}, {""category"": ""youth_development"", ""keywords_found"": [""youth development"", ""children""], ""category_score"": 15}, {""category"": ""community_education"", ""keywords_found"": [""community school (partial: 2/2 words)"", ""public schools (partial: 2/2 words)"", ""educational access (partial: 2/2 words)"", ""quality education (partial: 2/2 words)"", ""community engagement (partial: 2/2 words)"", ""educational equity (partial: 2/2 words)""], ""category_score"": 44.0}, {""category"": ""primary"", ""keywords_found"": [""arts education (partial: 2/2 words)"", ""art education (partial: 2/2 words)"", ""arts program (partial: 2/2 words)""], ""category_score"": 28.0}, {""category"": ""community_education"", ""keywords_found"": [""quality education (partial: 2/2 words)"", ""community engagement (partial: 2/2 words)""], ""category_score"": 13.0}, {""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""youth_development"", ""keywords_found"": [""youth development (partial: 2/2 words)"", ""children"", ""lifelong learning (partial: 2/2 words)""], ""category_score"": 21.0}, {""category"": ""community_education"", ""keywords_found"": [""public schools (partial: 2/2 words)"", ""educational access (partial: 2/2 words)"", ""quality education""], ""category_score"": 22.0}, {""category"": ""primary"", ""keywords_found"": [""art education (partial: 2/2 words)""], ""category_score"": 10.0}, {""category"": ""youth_development"", ""keywords_found"": [""youth development (partial: 2/2 words)"", ""children"", ""lifelong learning (partial: 2/2 words)""], ""category_score"": 21.0}, {""category"": ""community_education"", ""keywords_found"": [""public schools (partial: 2/2 words)"", ""educational access (partial: 2/2 words)"", ""quality education""], ""category_score"": 22.0}]","homepage,/about,/programs,/grants","funding limitations grant portal faqs resources contact login go building vibrant communities learn more increasing access to educational opportunities learn more enriching lives through cultural engagement learn more enhancing health and healthcare learn more serving the not-for-profit sector learn more our mission is to enrich the quality of life in new york city through support for programs,support for programs and institutions that advance opportunity and equity for individuals, families, and communities. our approach application process foundation history recent grants education,support for programs and institutions that advance opportunity and equity for individuals, families, and communities. our approach application process foundation history recent grants educationhealthstrengthening communitiescultural engagementservices to not-for-profitsall recent the city university of new york office of academic affairs $125,000 cuny office of k-16 initiatives $150,000 (over two years) expandedschools $450,000 (over two years) hypothekids inc. $100,000 (over two years) the knowledge house fellowship, inc. $50,000 marcy lab, inc. $100,000 (over two years) the new school/center for new york city affairs $50,000 new york early childhood professional development institute $125,000 power of two, a project of fund for the city of new york, inc. $100,000 springboard collaborative $150,000 (over two years) student/sponsor partnership, inc. $100,000 (over two years) teaching matters, inc. $375,000 (over two years) teaching lab $200,000 uaspire (previously known as access) $175,000 (over two years) full list of education grants airnyc $25,000 (over three months) anthos home inc. $100,000 (over eighteen months) the arab-american family support center, inc. $100,000 brooklyn communities collaborative $150,000 (over fifteen months) brownsville community development corporation (dba bms family health and wellness centers) $110,000 camba, inc. $52,000 the coalition for behavioral health, inc. $135,000 (over twenty months) community health care association of new york state $150,000 legal action center $50,000 the new york community trust (care coordination fund) $400,000 (over two years) primary care development corporation $100,000 (over fifteen months) urban health plan $50,000 (over fifteen months) full list of health grants the association for neighborhood & housing development, inc. $250,000 (over two years) city parks foundation, inc. (nyc green fund) $350,000 (over two years) the fifth avenue committee, inc. $150,000 (over two years) make the road new york $150,000 (over eighteen months) masa-mexed, inc. $130,000 mixteca organization, inc. $100,000 (over two years) natural areas conservancy $75,000 (over eighteen months) neighborhoods first fund for community planning $350,000 (over two years) the new york community trust (new york city workforce development fund) $175,000 per scholas inc. $50,000 phipps neighborhoods, inc. $75,000 van cortlandt park alliance (fka friends of van cortlandt park) $150,000 (over two years) full list of strengthening communities grants the arts,support center for nonprofit management, inc. $35,000 tech nyc foundation $75,000 full list of services to not-for-profits grants about history mission and values trustees and staff financial statements announcements approach overview program areas impact investing grants education,support center, inc. $100,000 brooklyn communities collaborative $150,000 (over fifteen months) brownsville community development corporation (dba bms family health and wellness centers) $110,000 camba, inc. $52,000 the coalition for behavioral health, inc. $135,000 (over twenty months) community health care association of new york state $150,000 legal action center $50,000 the new york community trust (care coordination fund) $400,000 (over two years) primary care development corporation $100,000 (over fifteen months) urban health plan $50,000 (over fifteen months) full list of health grants the association for neighborhood & housing development, inc. $250,000 (over two years) city parks foundation, inc. (nyc green fund) $350,000 (over two years) the fifth avenue committee, inc. $150,000 (over two years) make the road new york $150,000 (over eighteen months) masa-mexed, inc. $130,000 mixteca organization, inc. $100,000 (over two years) natural areas conservancy $75,000 (over eighteen months) neighborhoods first fund for community planning $350,000 (over two years) the new york community trust (new york city workforce development fund) $175,000 per scholas inc. $50,000 phipps neighborhoods, inc. $75,000 van cortlandt park alliance (fka friends of van cortlandt park) $150,000 (over two years) full list of strengthening communities grants the artsconnection, inc. $150,000 (over two years) beam center inc. $140,000 (over two years) bronx children's museum $125,000 (over two years) bronx council on the arts $120,000 (over two years) the brooklyn queens conservatory of music $70,000 (over two years) casita maria inc. $50,000 citysquash $80,000 (over two years) cool culture, inc. $100,000 (over two years) the flea theater inc. $100,000 (over two years) the harlem school of the arts, inc. $125,000 (over two years) harlem stage, inc. fka aaron davis hall, inc. $125,000 (over two years) museum hue, inc. $100,000 (over two years) the noel pointer foundation $100,000 (over two years) soharlem, inc. $50,000 staten island institute of arts and sciences $100,000 (over two years) willie mae rock camp for girls $80,000 (over two years) full list of cultural engagement, youth development, and the arts grants board strong, inc. (fka governance matters, inc.) $80,000 (over two years) civic news company (aka chalkbeat inc.) $50,000 citizens committee for new york city, inc. $75,000 city futures, inc. $70,000 (over two years) city limits $70,000 (over two years) city report, inc. (aka the city) $150,000 (over two years) council of senior centers and services of new york city, inc. dba liveon ny $100,000 (over two years) downtown brooklyn arts alliance, inc. $80,000 (over two years) the education,support programs and institutions that enrich the quality of life in the city, with a particular focus on initiatives that help individuals, families and communities benefit from the services and opportunities that will enable them to achieve their full potential. benjamin altman’s extraordinary tradition of service in his business and to his community continues through the grants the foundation makes. for over 100 years the foundation has been concerned with poverty, immigration, education,support of the community into the modern age. as a result of the tax reform act of 1969, which prohibits the control of businesses by private foundations, the altman foundation relinquished ownership of b. altman & co. in 1985. while there were restrictions in the foundation’s original charter limiting grants to within the state of new york, the trustees have further refined the guidelines to giving within new york city. since 1985, the trustees have refined the foundation’s guidelines in the four areas that were of such concern to altman, education, health, strengthening communities, and arts,support programs and institutions that enrich the quality of life in the city, with a particular focus on initiatives that help individuals, families and communities benefit from the services and opportunities that will enable them to achieve their full potential. benjamin altman’s extraordinary tradition of service in his business and to his community continues through the grants the foundation makes. for over 100 years the foundation has been concerned with poverty, immigration, education, public health and the arts,funding limitations grant portal faqs resources contact login go the history of the altman foundation linkedin twitter facebook the mission of the altman foundation reflects much of the personality and vision of its founder, benjamin altman. altman was born on the lower east side in 1840 to immigrant parents. he was a unique and generous individual whose dry goods store, b. altman & co., founded in 1865 on third avenue at 10th street, became a major department store. altman moved his store from 10th street to 19th street and sixth avenue and finally, in 1906, to the landmark building at 34th street and fifth avenue. altmans reflected the commitment of its founder to service to its customers and generosity to its employees. until its closing in 1989, altmans was beloved by generations of new yorkers. the altman foundation was established in 1913 under benjamin altman’s will “for the benefit of such charitable and educational institutions in the city of new york as said directors shall approve”. his will bequeathed all his capital stock in b. altman & co. to the altman foundation. outright bequests in altman’s will presage the areas that would become major concerns of the foundation. he made bequests to several hospitals, the educational alliance and the national academy of design. he gave his art collection to the metropolitan museum of art. his dedication to the welfare of the people of new york city and his interests in health, education and the arts are his legacy. following altman’s death, colonel michael friedsam, his close relative and colleague, led the business and the foundation until his own death in 1931. friedsam was also an art collector and a philanthropist with a deep interest in new york. the next presidents, john s. burke and his son, john s. burke, jr., carried the altman tradition of service and support of the community into the modern age. as a result of the tax reform act of 1969, which prohibits the control of businesses by private foundations, the altman foundation relinquished ownership of b. altman & co. in 1985. while there were restrictions in the foundation’s original charter limiting grants to within the state of new york, the trustees have further refined the guidelines to giving within new york city. since 1985, the trustees have refined the foundation’s guidelines in the four areas that were of such concern to altman, education, health, strengthening communities, and arts and culture. foundation grants support programs,support of the community into the modern age. as a result of the tax reform act of 1969, which prohibits the control of businesses by private foundations, the altman foundation relinquished ownership of b. altman & co. in 1985. while there were restrictions in the foundation’s original charter limiting grants to within the state of new york, the trustees have further refined the guidelines to giving within new york city. since 1985, the trustees have refined the foundation’s guidelines in the four areas that were of such concern to altman, education","education,arts,health,community,youth,children,cultural,education,arts,health,community,cultural,education,health,youth,children,learning,cultural,education,health,youth,children,learning,cultural",2025-10-22T19:40:55.276947,
Burrows Foundation,223059155,Little Falls,NY,B82,,https://projects.propublica.org/nonprofits/organizations/223059155,foundation,2025-10-17 17:56:47,https://burrows.org,info@burrows.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@burrows.org,contact@burrows.org,hello@burrows.org,inquiries@burrows.org,development@burrows.org,admin@burrows.org",0.0,0.0,,,homepage,,,2025-10-22T19:41:07.391942,
Moodys Foundation,134200757,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/134200757,foundation,2025-10-17 17:56:47,https://moodys.com,info@moodys.com,,,,,,not_contacted,no,no,,,,high,estimated,,"info@moodys.com,contact@moodys.com,hello@moodys.com,inquiries@moodys.com,development@moodys.com,admin@moodys.com",5.0,1.5454545454545454,our mission is to be the leading source of relevant insights on exponential risk.,"[{""category"": ""disability_support"", ""keywords_found"": [""special needs (partial: 2/2 words)""], ""category_score"": 9.0}, {""category"": ""youth_development"", ""keywords_found"": [""creative development (partial: 2/2 words)""], ""category_score"": 8.0}]","homepage,/about,/about-us,/mission,/vision,/our-mission,/what-we-do,/programs,/grants,/giving,/impact","funding source in latin america the region's increasing demand for infrastructure funding and debt restructuring is creating traction for an incipient market, with asset managers stepping in to fill funding gaps. read more research oct 14, 2025 moody's ratings global corporate defaults in september fell to lowest monthly number since january seven rated companies defaulted last month, down from 11 in august. defaults through september this year totaled 91, compared with 108 during the same period last year. read more data story oct 10, 2025 moody's ratings despite homeowners insurance price spike, risk to us rmbs is low for now​ housing damage from natural disasters has led insurers to raise premiums. yet such costs on their own will spur little rmbs risk provided they remain a small share of borrowers’ financial resources.​ read more research oct 09, 2025 moody's ratings multilateral development banks outlook stable as financing capacity expands asset quality, financing and shareholder commitments are supportive for the mdbs, but economic and policy uncertainty may weigh on operations and asset quality in some borrower countries. read more research oct 07, 2025 moody's ratings see how moody’s edf-x exposed iron hill brewery’s credit risk—far ahead of its closure moody’s edf-x flagged iron hill brewery’s severe credit risk as early as september 2023, well before its 2025 closure and bankruptcy, illustrating the power of early warnings in identifying credit risk. read more research oct 06, 2025 moody's ratings top of mind: faq on how macro trends are affecting global corporate sectors our industry experts address the most pressing issues facing major global corporates today ranging from us tariffs to corporate breakups to the increasingly important recommerce market. read more podcast oct 02, 2025 moody's ratings new technologies are reshaping global power dynamics artificial intelligence and new forms of digital cash, such as stablecoins, are becoming tools of geopolitical influence, while rising cyber threats are testing operational resilience across borders. read more article oct 02, 2025 moody's as agentic ai moves from promise into practice — maxsight™ update q3 2025 maxsight™️ unified risk platform evolves with agentic ai—preparing to deploy autonomous screening and reporting agents, further streamlining compliance workflows and delivering explainable risk insights. read more state of nations - global edition november 18, 2025 tune in to our live broadcast to uncover the key forces reshaping sovereign credit in 2026 and gain exclusive insights into the latest shifts across a fragmented global landscape. register maxsight™ for unified risk management moody’s maxsight™ unified risk platform brings together thousands of data points to deliver a holistic picture of risk that can be viewed through different lenses. learn more moody's a bold evolution of the moody's brand for a new era of risk. learn more innovating with purpose discover how moody’s combines cutting-edge technology and world-class talent to drive innovation. learn more work with brilliant minds explore career opportunities at moody’s. join us get in touch speak to our team interested in learning more about our offerings? our solutions specialists are ready to help. get in touch note: moody’s corporation is comprised of separate divisions. moody's ratings publishes credit ratings and provides assessment services on a wide range of debt obligations, programs","learning,creative",2025-10-22T19:41:30.222445,
Tent Foundation,472761733,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/472761733,foundation,2025-10-17 17:56:47,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:41:34.126601,'grant_history'
Underground Foundations,815137417,Saugerties,NY,C60,,https://projects.propublica.org/nonprofits/organizations/815137417,foundations,2025-10-17 17:56:49,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:41:36.063437,'grant_history'
Jewish Foundations,832669071,Suffern,NY,X30,,https://projects.propublica.org/nonprofits/organizations/832669071,foundations,2025-10-17 17:56:49,https://jewishs.com,info@jewishs.com,,,,,,not_contacted,no,no,,,,high,estimated,,"info@jewishs.com,contact@jewishs.com,hello@jewishs.com,inquiries@jewishs.com,development@jewishs.com,admin@jewishs.com",2.0,0.0,has been received!oops! something went wrong while submitting the form.,,"homepage,/about",,"arts,cultural",2025-10-22T19:41:49.522517,
Ayco Charitable Foundation,141782466,Cohoes,NY,T300,,https://projects.propublica.org/nonprofits/organizations/141782466,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:41:52.070424,'grant_history'
Iag Charitable Foundation,934406877,Albany,NY,T22,,https://projects.propublica.org/nonprofits/organizations/934406877,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:41:54.620220,'grant_history'
Blackstone Charitable Foundation,260462996,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/260462996,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:42:05.041852,'grant_history'
Hourglass Charitable Foundation,872162781,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/872162781,charitable foundation,2025-10-17 17:56:50,https://hourglass.org,info@hourglass.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@hourglass.org,contact@hourglass.org,hello@hourglass.org,inquiries@hourglass.org,development@hourglass.org,admin@hourglass.org",0.0,0.0,,,"homepage,/about,/about-us,/mission,/vision,/our-mission,/what-we-do,/programs,/grants,/giving,/impact",,,2025-10-22T19:42:12.504580,
Egl Charitable Foundation,273667312,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/273667312,charitable foundation,2025-10-17 17:56:50,https://egl.org,info@egl.org,,,,,,not_contacted,no,no,,,,high,estimated,,"info@egl.org,contact@egl.org,hello@egl.org,inquiries@egl.org,development@egl.org,admin@egl.org",1.0,0.0,(matthew 28:19-20) throughout the world and live the christian life.,,homepage,,education,2025-10-22T19:42:29.263204,
Mindich Charitable Foundation,832781828,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/832781828,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high,error,,,,0.0,,,,,,2025-10-22T19:42:31.715079,'grant_history'
