sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level
Egl Charitable Foundation,273667312,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/273667312,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Mindich Charitable Foundation,832781828,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/832781828,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Kyndryl Charitable Foundation,920750973,Rye Brook,NY,T20,,https://projects.propublica.org/nonprofits/organizations/920750973,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Finistere Charitable Foundation,822856772,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/822856772,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Belvedere Charitable Foundation,980509706,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/980509706,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Integrum Charitable Foundation,880585708,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/880585708,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Grace Charitable Foundation,383911633,New York,NY,X11,,https://projects.propublica.org/nonprofits/organizations/383911633,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Jl Charitable Foundation,842397358,Monroe,NY,T23,,https://projects.propublica.org/nonprofits/organizations/842397358,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Manhattan Charitable Foundation,562290295,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/562290295,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Landegger Charitable Foundation,510180544,Rye Brook,NY,,,https://projects.propublica.org/nonprofits/organizations/510180544,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Wayen Charitable Foundation,133466312,Forest Hills,NY,,,https://projects.propublica.org/nonprofits/organizations/133466312,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Ebg Charitable Foundation,822512506,Monsey,NY,T30,,https://projects.propublica.org/nonprofits/organizations/822512506,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Harjen Charitable Foundation,260276553,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/260276553,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Arf Charitable Foundation,832786566,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/832786566,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Jeffrey Charitable Foundation,814615729,Monsey,NY,T20,,https://projects.propublica.org/nonprofits/organizations/814615729,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Nexstar Charitable Foundation,136161525,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/136161525,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Mfk Charitable Foundation,264457852,Brooklyn,NY,T22,,https://projects.propublica.org/nonprofits/organizations/264457852,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Segal Charitable Foundation,113412302,Brooklyn,NY,T90Z,,https://projects.propublica.org/nonprofits/organizations/113412302,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Evercore Charitable Foundation,863977771,New York,NY,T21,,https://projects.propublica.org/nonprofits/organizations/863977771,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Marelda Charitable Foundation,455510047,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/455510047,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Kw Charitable Foundation,113366771,Brooklyn,NY,T31J,,https://projects.propublica.org/nonprofits/organizations/113366771,charitable foundation,2025-10-17 17:56:50,,,,,,,,not_contacted,no,no,,,,high
Overdeck Family Foundation,264377643,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/264377643,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Blavatnik Family Foundation,812444350,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/812444350,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Hao Family Foundation,473853918,Saratoga Spgs,NY,T20,,https://projects.propublica.org/nonprofits/organizations/473853918,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Banga Family Foundation,931621605,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/931621605,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Stanley Family Foundation,61157888,Briarcliff,NY,,,https://projects.propublica.org/nonprofits/organizations/61157888,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Sundheim Family Foundation,831563495,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/831563495,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Gong Family Foundation,850778984,North Salem,NY,T22,,https://projects.propublica.org/nonprofits/organizations/850778984,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Paulson Family Foundation,263922995,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/263922995,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Treehouse Family Foundation,854230020,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/854230020,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Lubetzky Family Foundation,821648087,New York,NY,W70,,https://projects.propublica.org/nonprofits/organizations/821648087,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Timashev Family Foundation,821674572,New York,NY,P20,,https://projects.propublica.org/nonprofits/organizations/821674572,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Higgins Family Foundation,384152217,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/384152217,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Patterson Family Foundation,356975288,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/356975288,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Quad Family Foundation,463835222,Cohoes,NY,T20,,https://projects.propublica.org/nonprofits/organizations/463835222,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Mai Family Foundation,133915987,New York,NY,T20J,,https://projects.propublica.org/nonprofits/organizations/133915987,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Daftuar Family Foundation,474685449,New York,NY,G99,,https://projects.propublica.org/nonprofits/organizations/474685449,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Erie Family Foundation,522339484,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/522339484,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Mucci Family Foundation,922880400,Rochester,NY,T22,,https://projects.propublica.org/nonprofits/organizations/922880400,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Fuhrman Family Foundation,461579112,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/461579112,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Gerstner Family Foundation,208559135,Armonk,NY,T22,,https://projects.propublica.org/nonprofits/organizations/208559135,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Baratta Family Foundation,830767499,Saratoga Spgs,NY,T22,,https://projects.propublica.org/nonprofits/organizations/830767499,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Fascitelli Family Foundation,133748071,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/133748071,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Marsal Family Foundation,841367157,New York,NY,T20Z,,https://projects.propublica.org/nonprofits/organizations/841367157,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Kaye Family Foundation,134092284,Albany,NY,T20,,https://projects.propublica.org/nonprofits/organizations/134092284,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Sundell Family Foundation,475028854,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/475028854,family foundation,2025-10-17 17:56:51,,,,,,,,not_contacted,no,no,,,,high
Brooklyn Community Foundation,113422729,Brooklyn,NY,T21,,https://projects.propublica.org/nonprofits/organizations/113422729,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Rome Community Foundation,161574338,Rome,NY,T31,,https://projects.propublica.org/nonprofits/organizations/161574338,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Pcsb Community Foundation,821223618,Yorktown Heights,NY,T22,,https://projects.propublica.org/nonprofits/organizations/821223618,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Cortland Community Foundation,161561037,Cortland,NY,T31,,https://projects.propublica.org/nonprofits/organizations/161561037,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Athens Community Foundation,371419086,Athens,NY,T20,,https://projects.propublica.org/nonprofits/organizations/371419086,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Pawling Community Foundation,141748758,Pawling,NY,,,https://projects.propublica.org/nonprofits/organizations/141748758,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Community Solutions Foundation,463772911,Buffalo,NY,P19,,https://projects.propublica.org/nonprofits/organizations/463772911,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Brookmeade Community Foundation,454813106,Rhinebeck,NY,T99,,https://projects.propublica.org/nonprofits/organizations/454813106,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Community Concern Foundation,161447801,Derby,NY,,,https://projects.propublica.org/nonprofits/organizations/161447801,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Cooperstown Community Foundation,166090548,Cooperstown,NY,,,https://projects.propublica.org/nonprofits/organizations/166090548,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
World Community Foundation,133612343,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/133612343,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Bethpage Community Foundation,113578002,Bethpage,NY,T31,,https://projects.propublica.org/nonprofits/organizations/113578002,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Boma Community Foundation,834716640,New York,NY,S20,,https://projects.propublica.org/nonprofits/organizations/834716640,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Community Exchange Foundation,271641810,Glens Falls,NY,T99,,https://projects.propublica.org/nonprofits/organizations/271641810,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Community Hope Foundation,853783524,Sprngfld Gdns,NY,P20,,https://projects.propublica.org/nonprofits/organizations/853783524,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Cornwall Community Foundation,463121192,New Windsor,NY,T12,,https://projects.propublica.org/nonprofits/organizations/463121192,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Duryee Community Foundation,844110882,Schenectady,NY,S20,,https://projects.propublica.org/nonprofits/organizations/844110882,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Esopus Community Foundation,862568195,Port Ewen,NY,W99,,https://projects.propublica.org/nonprofits/organizations/862568195,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Leaveners Community Foundation,481172029,Essex,NY,P58,,https://projects.propublica.org/nonprofits/organizations/481172029,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
New Community Foundation,464343865,Bronx,NY,S20,,https://projects.propublica.org/nonprofits/organizations/464343865,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Sephardic Community Foundation,861748882,Brooklyn,NY,A23,,https://projects.propublica.org/nonprofits/organizations/861748882,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Andujar Foundation Community,824911984,Buffalo,NY,O50,,https://projects.propublica.org/nonprofits/organizations/824911984,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Community Kollel Foundation,990765557,Far Rockaway,NY,X30,,https://projects.propublica.org/nonprofits/organizations/990765557,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Elevate Community Foundation,844976587,Rochester,NY,Z99,,https://projects.propublica.org/nonprofits/organizations/844976587,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Plmbc Community Foundation,824450245,Buffalo,NY,O50,,https://projects.propublica.org/nonprofits/organizations/824450245,community foundation,2025-10-17 17:56:52,,,,,,,,not_contacted,no,no,,,,high
Nhrg Private Foundation,273949845,Greenlawn,NY,T22,,https://projects.propublica.org/nonprofits/organizations/273949845,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Bitcoin Private Foundation,831305957,New York,NY,U99,,https://projects.propublica.org/nonprofits/organizations/831305957,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Mae Private Foundation,815246407,New York,NY,T50,,https://projects.propublica.org/nonprofits/organizations/815246407,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Allan Patchett Private Foundation,550760574,Amherst,NY,T20,,https://projects.propublica.org/nonprofits/organizations/550760574,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Douglas Cramer Private Foundation,311705313,Woodbury,NY,T22,,https://projects.propublica.org/nonprofits/organizations/311705313,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Private Tutor Foundation Inc,611620448,White Plains,NY,B90,,https://projects.propublica.org/nonprofits/organizations/611620448,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Public Private Alliance Foundation,711016293,Hastings Hdsn,NY,Q01,,https://projects.propublica.org/nonprofits/organizations/711016293,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Rodel Private Charitable Foundation,261512186,Woodbury,NY,T20,,https://projects.propublica.org/nonprofits/organizations/261512186,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Thomas Cramer Private Foundation,311705322,Woodbury,NY,T22,,https://projects.propublica.org/nonprofits/organizations/311705322,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Charna Radbell Private Foundation,226887924,Lawrence,NY,T20,,https://projects.propublica.org/nonprofits/organizations/226887924,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Rafferty Family Private Foundation,276590504,Mamaroneck,NY,T22,,https://projects.propublica.org/nonprofits/organizations/276590504,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
James R Shields Private Foundation,300609473,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/300609473,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
A L Borg Private Foundation,112944989,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/112944989,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Robert Keleher Private Foundation Inc,830773547,East Islip,NY,B82,,https://projects.propublica.org/nonprofits/organizations/830773547,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Private Equity Foundation I Inc,432116245,New York,NY,T12,,https://projects.propublica.org/nonprofits/organizations/432116245,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Jerome E Toffler Private Foundation,357012223,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/357012223,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Della Calce Private Foundation Inc,204702349,Vly Cottage,NY,T20,,https://projects.propublica.org/nonprofits/organizations/204702349,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Kimberly Cramer Germ Private Foundation,311705318,Woodbury,NY,T22,,https://projects.propublica.org/nonprofits/organizations/311705318,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Elkie Rosen Private Foundation Inc,863568842,Woodbury,NY,T50,,https://projects.propublica.org/nonprofits/organizations/863568842,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Lauren Cramer Fexy Private Foundation,311705315,Woodbury,NY,T22,,https://projects.propublica.org/nonprofits/organizations/311705315,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Prem & Poonam Private Foundation Inc,473888176,East Elmhurst,NY,K30,,https://projects.propublica.org/nonprofits/organizations/473888176,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Lucille A Napoli Private Foundation,993635996,Bronx,NY,D20,,https://projects.propublica.org/nonprofits/organizations/993635996,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Schwartz Family Private Foundation Inc,934627346,Brooklyn,NY,B12,,https://projects.propublica.org/nonprofits/organizations/934627346,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Lakhani Family Private Charitable Foundation,836795215,Fresh Meadows,NY,T22,,https://projects.propublica.org/nonprofits/organizations/836795215,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
Thomas And Jeanne Elmezzi Private Foundation,113343740,Astoria,NY,,,https://projects.propublica.org/nonprofits/organizations/113343740,private foundation,2025-10-17 17:56:54,,,,,,,,not_contacted,no,no,,,,high
The Ralph Lauren Corporate Foundation,522316766,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/522316766,corporate foundation,2025-10-17 17:56:55,,,,,,,,not_contacted,no,no,,,,high
North American Jaat Heritage Foundation A Nj Nonprofit Corporat,854194350,Jericho,NY,A23,,https://projects.propublica.org/nonprofits/organizations/854194350,corporate foundation,2025-10-17 17:56:55,,,,,,,,not_contacted,no,no,,,,high
Foundation For Bedford Central Schools A Not For Profit Corporati,461741040,Bedford Hills,NY,B122,,https://projects.propublica.org/nonprofits/organizations/461741040,corporate foundation,2025-10-17 17:56:55,,,,,,,,not_contacted,no,no,,,,high
Artis Contemporary Israeli Art Fund Inc,264184988,New York,NY,A23,,https://projects.propublica.org/nonprofits/organizations/264184988,arts,2025-10-17 17:56:56,,,,,,,,not_contacted,no,no,,,,high
Magnum Cultural Foundation,450573269,New York,NY,A40,,https://projects.propublica.org/nonprofits/organizations/450573269,cultural,2025-10-17 17:56:57,,,,,,,,not_contacted,no,no,,,,high
Cultural Resources Foundation,262993649,Brooklyn,NY,A99,,https://projects.propublica.org/nonprofits/organizations/262993649,cultural,2025-10-17 17:56:57,,,,,,,,not_contacted,no,no,,,,high
Moun Cultural Foundation,392761036,Floral Park,NY,A23,,https://projects.propublica.org/nonprofits/organizations/392761036,cultural,2025-10-17 17:56:57,,,,,,,,not_contacted,no,no,,,,high
Music Intersections Corporation,993334410,Long Is City,NY,A20,,https://projects.propublica.org/nonprofits/organizations/993334410,music,2025-10-17 17:56:58,,,,,,,,not_contacted,no,no,,,,medium
Daniels Music Foundation,320156199,New York,NY,A68,,https://projects.propublica.org/nonprofits/organizations/320156199,music,2025-10-17 17:56:58,,,,,,,,not_contacted,no,no,,,,high
Bergamot Music Incorporated,851413186,New York,NY,A60,,https://projects.propublica.org/nonprofits/organizations/851413186,music,2025-10-17 17:56:58,,,,,,,,not_contacted,no,no,,,,medium
Atlantic Theater Company,133218253,New York,NY,A650,,https://projects.propublica.org/nonprofits/organizations/133218253,theater,2025-10-17 17:57:00,,,,,,,,not_contacted,no,no,,,,medium
Covey Theater Company,921414386,Syracuse,NY,A65,,https://projects.propublica.org/nonprofits/organizations/921414386,theater,2025-10-17 17:57:00,,,,,,,,not_contacted,no,no,,,,medium
Agm Theater Company,822783354,New York City,NY,A60,,https://projects.propublica.org/nonprofits/organizations/822783354,theater,2025-10-17 17:57:00,,,,,,,,not_contacted,no,no,,,,medium
H T Dance Company Chen Dance Center,132968079,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/132968079,dance,2025-10-17 17:57:01,,,,,,,,not_contacted,no,no,,,,medium
Battery Dance Corporation,237418859,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/237418859,dance,2025-10-17 17:57:01,,,,,,,,not_contacted,no,no,,,,medium
Dorrance Dance Incorporated,814741774,New York,NY,A62,,https://projects.propublica.org/nonprofits/organizations/814741774,dance,2025-10-17 17:57:01,,,,,,,,not_contacted,no,no,,,,medium
Dance Heginbotham Incorporated,833349973,Brooklyn,NY,A62,,https://projects.propublica.org/nonprofits/organizations/833349973,dance,2025-10-17 17:57:01,,,,,,,,not_contacted,no,no,,,,medium
Visual Arts Foundation Inc,136261474,New York,NY,A900,,https://projects.propublica.org/nonprofits/organizations/136261474,visual arts,2025-10-17 17:57:02,,,,,,,,not_contacted,no,no,,,,high
Goldfinger Foundation For The Visual Arts,134009859,Waccabuc,NY,T20,,https://projects.propublica.org/nonprofits/organizations/134009859,visual arts,2025-10-17 17:57:02,,,,,,,,not_contacted,no,no,,,,high
Dorothy Dehner Foundation For The Visual Arts,133830526,New York,NY,T20Z,,https://projects.propublica.org/nonprofits/organizations/133830526,visual arts,2025-10-17 17:57:02,,,,,,,,not_contacted,no,no,,,,high
Ardsley Friends Of The Visual Arts Corporation,812626921,Hartsdale,NY,A40,,https://projects.propublica.org/nonprofits/organizations/812626921,visual arts,2025-10-17 17:57:02,,,,,,,,not_contacted,no,no,,,,medium
